,waterGoal,designYears,waterPercent,asteroidDensity,excavationMaterialDensity,excavationMaterialThickness,excavationNumScoops,excavationVolumeFactor,excvationMassA0,excavationMassFactor,excavationShape,excavationTime,asteroidCp,processStartTemp,processEndTemp,processEnthalpy,solarPanelEfficiency,solarPanelEnergyDensity,solarAnnualDegradation,asteroidMaxSunDistance,earthSolarRadiation,solarThermalEfficiency,solarThermalEnergyDensity,processVolumeFactor,processMassFactor,processMaterialDensity,processMaterialThickness,elecHydrogenEnergy,elecPower,elecMass,waterFilterMass,waterFilterPower,waterFilterLoss,cryocoolerMass,cryocoolerPower,cryocoolerRDCost,cryocoolerTFUCost,deltaVtoAsteroid,deltaVtoEML1,asteroidPropellantRatio,dryMassGuess,spacecraftBasePower,batteryTime,batteryDensity,cdhMass,mliDensity,radiatorDensity,radiationPower,radiationRejectionTemperature,spacecraftSAFactor,structureDryMassFactor,gncMass,tankMaterialThickness,engineMass,commMass,attMass,spacecraftDryMassFactor,dryMassMargin,cerStructureA1,cerStructureE1,cerEPSA1,cerEPSA2,cerEPSE1,cerDryMassA1,cerIATA0,cerIATA1,cerProgramA1,cerProgramE1,cerTFUDryMassA1,cerTFUIATA1,cerTFUProgramA1,cerTFUTRLFactor,cerTfuEPSA1,cerTfuEPSE1,launchPrice,roundTrips,processSolarPanelHeatRatio,processTime,processNumBatch,engineISP,electrolysis,propTankDensity,tankNumber,tankPressurantMassFactor,tankVolumeFactor,propDensity,cryocooler,waterFilter,totalPropellant,launchedPropellant,asteroidWaterNeeded,netPropellant,massPropToAsteroid,massPropToEML1,excavationSystemSA,excavationVolume,excavationMass,regolithNeeded,totalExcavationTime,waterPerBatch,reactionEnergy,processingVolume,processSystemSA,totalProcessingMass,powerPerBatch,totalPowerMass,totalEnergyPerBatch,totalProcessingTime,processContainerMass,baseSolarPanelMass,batteryMass,costPower1Rd,costPower2Rd,costPowerRd,costPowerTfu,propVolume,tankSA,massTank,massEngine,massGNC,spacecraftSurfaceArea,massMLI,thermalLoad,radiatorArea,massRadiator,massAtt,massComms,massCDH,timeElectrolysis,massElectrolysis,powerElec,elecPowerMass,waterFilterPowerMass,massWaterFilter,totalPayloadMass,totalStayDays,dryMass,netProp,launchMass,percentPropSold,structureMass,costStructureRd,rdte_costCer_spacecraft,rdte_costCer_iatX1,rdte_costCer_iat,rdte_costCer_programLevelCostCER,rdte_costCer_totalCost,tfu_costCer_spacecraft,tfu_costCer_iatX1,tfu_costCer_iat,tfu_costCer_programX1,tfu_costCer_programLevelCostCER,tfu_costCer_totalCost,totalCost,costPerKgWater,launchCost,costLaunchAndTFU,soldProp,recoverySalePrice
0,800.0,3.0,0.124,1763.0,2079.0,0.00332,7.2,4.6,6.07,1.25,square,0.89,1071.0,320.0,628.0,949.0,0.8,0.084,3.6,1.39,1360.8,0.63,2.5,4.7,0.3,2007.0,0.00328,54.5,0.89,40.2,0,0,0,0,0,0,0,2.36,2.61,1.0,400.0,0.92,4.95,111.4,8.8,0.71,3.34,3.34,316.2,0.32,0.232,27.0,0.00507,44.7,25.0,53.3,3.41,0.18,160.0,0.81,61.4,3.0,0.72,81.8,1005.0,0.222,1.604,0.776,46.7,9.0,0.325,1.18,116.9,0.797,14.9,5.0,0.0,2.6,5.4,210.0,0.0,1940.0,1.0,1.25,4.7,1.01,0.0,0.0,4358.771044727738,1055.1679943320573,4103.603050395681,-255.16799433205733,1055.0,3304.0,8.713588872817587,2.61,81.0,33094.0,6.41,105.54534594639097,5558409.173314374,0.18589743589743588,1.5308998868941612,41.66,31.493,38.63,7074610.78,101.09,3.02,0.1666731380506591,40.87971274685817,2520.2480933334023,40.98325379345454,2561.2313471268567,2257.327775144369,4315.614895770037,0.2886801773651003,3.549250610659567,44.7,27.0,3.3706140598645913,2.3931359825038596,3.34,5.892721899546145,19.681691144484123,53.3,25.0,8.8,0,0,0,0,0.0,0.0,122.66,101.98,491.56021463504953,-255.0,1546.7282089671069,-0.31875,114.0419697953315,7418.949208249933,50189.806112523846,50189.806112523846,12147.136956980294,7126.593803436173,118054.0,22955.862023456815,491.56021463504953,4424.041931715446,27379.90395517226,8898.468785430985,77280.0,195334.0,244.1675,23046.250313609893,100326.2503136099,-220.0,-456.0284105164086
0,800.0,3.0,0.155,1518.0,2169.0,0.00352,8.0,4.5,7.08,1.27,square,1.14,1348.0,316.0,590.0,979.0,0.9,0.076,3.56,1.24,1360.8,0.52,3.0,4.7,0.3,2210.0,0.00382,53.9,1.02,33.9,0,0,0,0,0,0,0,1.78,2.56,1.0,400.0,1.15,6.13,70.0,9.7,0.82,3.68,3.68,314.4,0.31,0.206,29.5,0.0047,44.5,25.0,46.6,3.47,0.2,160.0,0.824,62.8,2.6,0.719,94.7,1078.0,0.264,1.993,0.798,31.4,9.95,0.364,1.16,107.3,0.711,6.5,5.0,0.0,2.4,6.6,218.0,0.0,2212.0,1.0,1.18,4.9,1.0,0.0,0.0,3851.361595229837,716.7920724559651,3934.569522773872,83.20792754403487,717.0,3135.0,7.356677054534476,2.09,78.0,25384.0,9.12,74.51836217374758,4048472.6175415576,0.13194444444444445,1.2181252076862106,27.9,25.176,24.81,5220426.51,126.72,3.09,0.14982462447556896,100.70714285714286,6333.817557845637,79.3011785103566,6413.118736355993,2852.5589031807963,3851.361595229837,0.3126016851766334,3.8349199485290146,44.5,29.5,2.7550952236931687,2.2591780834283983,3.68,6.642546607288967,24.444571514823398,46.6,25.0,9.7,0,0,0,0,0.0,0.0,105.9,127.86,551.9894656619293,83.0,1268.7815381178943,0.10375,113.70982992635743,7908.562349614739,66595.08348415543,66595.08348415543,18659.102039817033,14080.372635645042,168820.0,17332.46922178458,551.9894656619293,5492.295183336197,22824.764405120775,8308.214243463963,67000.0,235820.0,294.775,8247.079997766314,75247.07999776631,1132.0,66.47268551039427
0,800.0,3.0,0.148,1617.0,2111.0,0.0038,8.7,4.7,5.53,1.33,square,1.07,912.0,296.0,644.0,954.0,0.87,0.063,3.58,1.38,1360.8,0.53,2.2,5.1,0.3,1770.0,0.00341,55.0,1.04,34.8,0,0,0,0,0,0,0,1.98,2.51,1.0,400.0,0.956,5.83,101.8,9.4,0.71,3.46,3.46,314.5,0.23,0.243,26.3,0.00491,40.3,25.0,71.0,2.92,0.14,153.0,0.843,65.0,2.47,0.698,86.7,950.1,0.249,1.859,0.83,46.9,9.42,0.313,1.14,118.5,0.769,16.5,5.0,0.0,2.0,5.1,203.0,0.0,2204.0,1.0,1.24,4.5,0.99,0.0,0.0,4356.033864765664,943.4349428255877,4212.598921940076,-143.43494282558765,943.0,3413.0,7.518605086418285,2.02,86.0,28464.0,9.31,94.94250443858635,5026367.882042807,0.19803921568627453,1.7327569171453059,60.46,35.097,57.32,6064734.6,88.74,3.14,0.12795440248018597,54.749312377210224,3567.0223406798764,39.18794664168923,3606.210287321566,2578.167692545743,4400.034206834003,0.2746168383582186,3.6850376576870327,40.3,26.3,2.190975133642016,1.5555923448858313,3.46,6.237498307297774,21.581744143250297,71.0,25.0,9.4,0,0,0,0,0.0,0.0,146.46,89.80999999999999,553.4207833999853,-143.0,1496.855726225573,-0.17875,134.48125036619643,9531.324953196148,61119.11716129644,61119.11716129644,16168.760173162813,17450.439117303176,161008.0,25955.43474145931,553.4207833999853,5213.223779627861,31168.65852108717,9755.790117100285,84284.0,245292.0,306.615,24698.119482721955,108982.11948272196,228.0,477.9917521172016
0,800.0,3.0,0.157,1679.0,2186.0,0.00349,7.3,4.8,8.07,1.15,cylinder,1.12,969.0,308.0,588.0,1089.0,0.87,0.078,3.23,1.27,1360.8,0.72,2.7,4.3,0.3,1988.0,0.00376,54.7,1.01,37.1,0,0,0,0,0,0,0,2.59,2.43,1.0,400.0,1.144,5.95,98.9,8.7,0.82,3.47,3.47,313.9,0.31,0.201,30.0,0.00469,37.4,25.0,62.0,3.23,0.17,140.0,0.777,60.9,2.81,0.702,97.3,991.2,0.215,2.032,0.825,48.3,9.92,0.297,1.23,107.0,0.774,13.8,4.0,0.0,3.2,3.8,211.0,0.0,2002.0,1.0,1.2,4.4,0.99,0.0,0.0,4141.263077534766,1241.4196843062186,3699.843393228548,-441.41968430621864,1241.0,2900.0,7.421892495073909,1.92,73.0,23566.0,8.18,133.3757531805533,8060277.203863625,0.15789473684210525,1.2561655864484027,29.63,32.321,26.82,8936157.63,88.77,2.82,0.15882023924771665,68.82507583417593,4201.1192708715,60.32846672683637,4261.447737598336,2835.140017668782,4183.094017711885,0.2730780551980552,3.0768403558986184,37.4,30.0,2.7748522023833138,2.275378805954317,3.47,6.303491232296439,21.873114576068645,62.0,25.0,8.7,0,0,0,0,0.0,0.0,102.63,89.89,496.2186840713543,-441.0,1737.638368377573,-0.55125,99.73995549834221,5003.217475798213,57546.74317353932,57546.74317353932,13363.749782310953,17176.74318258594,149705.0,23967.36244064641,496.2186840713543,4922.489345987835,28889.851786634244,8580.28598063037,84254.0,233959.0,292.44875,23979.409483610507,108233.4094836105,-523.0,-206.9472456665593
0,800.0,3.0,0.135,1728.0,2257.0,0.00388,6.8,4.7,7.25,1.19,cylinder,0.91,970.0,287.0,586.0,947.0,0.88,0.068,2.5,1.36,1360.8,0.67,1.8,4.5,0.3,1846.0,0.00415,52.7,1.06,39.2,0,0,0,0,0,0,0,2.57,2.5,1.0,400.0,0.978,5.43,84.5,9.3,0.76,3.55,3.55,317.1,0.31,0.2,22.1,0.0051,25.1,25.0,53.7,3.31,0.19,158.0,0.842,62.1,2.7,0.712,106.7,901.2,0.194,1.898,0.841,44.0,12.24,0.282,1.2,110.0,0.767,8.7,3.0,0.0,3.0,5.4,214.0,0.0,1980.0,1.0,1.18,4.9,1.0,0.0,0.0,4210.76891333522,1216.1020355135672,3794.666877821652,-416.1020355135672,1216.0,2995.0,8.406644506809108,2.39,95.0,28109.0,6.19,103.34060124786633,5430829.599430045,0.14753086419753086,1.2564188342857445,42.12,25.578,39.23,6629719.79,110.16,2.89,0.13271247151165735,62.84662721893491,3911.016994776732,50.75911928091498,3961.776114057647,2638.624740057091,4210.76891333522,0.30344194307488714,3.615704954580848,25.1,22.1,3.0896166380926195,2.3481086449503907,3.55,6.192418879546616,21.983087022390485,53.7,25.0,9.3,0,0,0,0,0.0,0.0,137.12,111.07,504.9122740341919,-416.0,1721.0143095477592,-0.52,100.98245480683839,7695.416937017732,65531.33269052366,65531.33269052366,13614.278541961592,21327.002370755632,170754.0,22216.140057504443,504.9122740341919,6180.126234178509,28396.26629168295,8007.7470942545915,79624.0,250378.0,312.9725,14972.824493065504,94596.8244930655,-32.0,-2956.150765408297
0,800.0,3.0,0.144,1661.0,2133.0,0.00394,7.3,4.5,9.95,1.26,cylinder,1.05,983.0,334.0,601.0,948.0,0.91,0.06,3.47,1.37,1360.8,0.72,2.0,4.7,0.3,1732.0,0.00364,53.1,1.11,20.0,0,0,0,0,0,0,0,2.59,2.56,1.0,400.0,1.118,5.64,101.6,9.6,0.75,3.35,3.35,314.8,0.22,0.246,27.3,0.00522,43.5,25.0,44.6,3.56,0.12,159.0,0.84,64.0,2.35,0.715,70.0,1009.6,0.22,2.096,0.86,56.0,12.4,0.356,1.21,108.8,0.795,17.7,6.0,0.0,2.0,5.7,210.0,0.0,2067.0,1.0,1.25,4.5,1.02,0.0,0.0,4576.391417547709,1313.4375728451619,4062.953844702547,-513.4375728451619,1313.0,3263.0,7.902001658558673,2.33,94.0,28215.0,7.66,97.64368768811696,5136859.929430348,0.2043859649122807,1.6307919952995298,49.48,35.598,46.4,6151289.67,83.22,3.08,0.13997396653799052,62.06220472440945,3980.9394362206363,48.78370191413781,4029.723138134774,2902.046350823953,4486.658252497754,0.2728379955208935,3.679813792239507,43.5,27.3,2.157238962863401,1.6179292221475507,3.35,6.016208146439819,20.154297290573396,44.6,25.0,9.6,0,0,0,0,0.0,0.0,143.48,84.27,520.6293431484103,-513.0,1834.0669159935721,-0.64125,128.0748184145089,9368.426919212407,49842.2040777359,49842.2040777359,11974.884897101898,22978.67082998955,144111.0,29155.243216310977,520.6293431484103,6455.803855040288,35611.04707135126,12677.532757401048,105269.0,249379.0,311.72375,32462.984413086226,137731.98441308623,-1765.0,-78.03511864764093
0,800.0,3.0,0.133,1705.0,1923.0,0.00264,8.7,4.6,10.57,1.15,cylinder,0.89,1151.0,287.0,545.0,955.0,0.87,0.066,4.05,1.32,1360.8,0.64,1.9,5.5,0.3,2031.0,0.00393,55.2,0.93,36.6,0,0,0,0,0,0,0,2.28,2.48,1.0,400.0,1.231,5.91,100.4,10.4,0.73,3.6,3.6,314.4,0.28,0.217,30.3,0.00477,38.8,25.0,53.8,3.57,0.17,147.0,0.83,60.7,2.4,0.71,115.8,974.1,0.255,1.5,0.794,47.4,9.77,0.346,1.1,110.2,0.748,14.3,6.0,0.0,4.0,5.5,213.0,0.0,2021.0,1.0,1.22,5.4,1.0,0.0,0.0,3780.2636201738615,915.3078483532627,3664.955771820599,-115.30784835326267,915.0,2865.0,6.95141909296092,1.86,51.0,27556.0,7.74,76.59259711223822,4059152.621653024,0.08454545454545455,1.0594721176008213,23.27,14.467,20.73,4999724.42,191.4,2.54,0.16025622699171502,72.46225099601594,4408.186188436565,58.29818560743216,4466.484374043997,2718.0840424027137,3780.2636201738615,0.3466461631283676,4.076908089734339,38.8,30.3,2.3401104646332307,1.7082806391822583,3.6,6.49814342017399,23.393316312626364,53.8,25.0,10.4,0,0,0,0,0.0,0.0,74.27,192.29,463.77259401093175,-115.0,1379.0804423641944,-0.14375,100.6386529003722,6754.794344698937,64926.14510520883,64926.14510520883,17530.26700182825,9934.646897134957,157019.0,21982.820956118165,463.77259401093175,4531.058243486803,26513.87919960497,9173.802203063318,71798.0,228817.0,286.02125,19720.85032580798,91518.85032580799,225.0,406.75044589247995
0,800.0,3.0,0.142,1738.0,1541.0,0.00361,8.5,5.1,8.74,1.21,cylinder,0.8,1128.0,293.0,603.0,992.0,0.93,0.072,3.87,1.33,1360.8,0.54,1.9,4.8,0.3,2082.0,0.0031,54.4,0.94,34.1,0,0,0,0,0,0,0,2.45,2.56,1.0,400.0,1.155,5.51,94.8,11.0,0.79,3.7,3.7,314.7,0.31,0.213,23.8,0.00499,26.6,25.0,53.0,2.99,0.17,158.0,0.835,62.1,3.1,0.718,106.9,939.8,0.204,1.958,0.852,40.6,9.51,0.329,1.21,115.1,0.741,15.2,4.0,0.0,2.1,6.1,223.0,0.0,2224.0,1.0,1.25,5.0,0.99,0.0,0.0,3816.3835365644754,983.9297266320884,3632.453809932387,-183.92972663208843,984.0,2832.0,7.354145448460818,1.73,58.0,25581.0,6.8,70.05696836899493,3856632.220979077,0.13505074160811867,1.2634921643891572,49.09,27.056,46.65,4909004.47,108.88,2.45,0.16559260401162387,67.13132911392405,4179.138838683805,70.59860368855033,4249.737442372356,2603.87280776278,3854.932865216642,0.3188827778819314,4.423605671333729,26.6,23.8,2.7703213211268913,2.188553843690244,3.7,6.653217076320193,24.616903182384718,53.0,25.0,11.0,0,0,0,0,0.0,0.0,107.09,109.67999999999999,477.1571064464212,-184.0,1461.0868330785097,-0.23,101.63446367308771,7490.940055232685,62748.77217672746,62748.77217672746,13740.549524052401,23953.68562003783,170704.0,19372.578521724703,477.1571064464212,4537.764082305465,23910.342604030167,7866.502716725925,70701.0,241404.0,301.755,22208.519862793346,92909.51986279334,248.0,374.63516073706995
0,800.0,3.0,0.161,1467.0,1979.0,0.00319,7.7,5.0,8.47,1.17,square,0.85,1030.0,311.0,617.0,1000.0,0.85,0.083,3.94,1.33,1360.8,0.66,1.6,4.3,0.3,1895.0,0.00243,54.1,0.96,39.2,0,0,0,0,0,0,0,2.54,2.28,1.0,400.0,1.227,6.0,104.9,10.2,0.74,3.49,3.49,315.2,0.22,0.252,24.0,0.00504,45.0,25.0,54.5,3.72,0.14,159.0,0.828,60.0,2.72,0.691,91.4,1038.7,0.247,2.048,0.856,47.0,10.82,0.353,1.22,105.8,0.737,16.6,3.0,0.0,4.5,3.7,218.0,0.0,2029.0,1.0,1.22,5.5,1.01,0.0,0.0,3565.2513925671838,1110.0661245674175,3255.185267999766,-310.06612456741755,1110.0,2455.0,7.370936478620565,1.79,63.0,20219.0,6.54,114.25711716390893,6340572.539617588,0.10750750750750751,0.9722120158386397,32.23,18.437,30.88,7168186.1,128.21,1.34,0.203234854134316,70.1811248808389,4223.061584098393,59.23338152512077,4282.294965623513,2432.627437393516,3529.951873828895,0.36122108658955876,4.506563644743193,45.0,24.0,1.9149613078307282,1.4170713677947389,3.49,6.235876891841483,21.763210352526777,54.5,25.0,10.2,0,0,0,0,0.0,0.0,95.22999999999999,129.06,489.98567749925263,-310.0,1600.0518020666702,-0.3875,123.47639072981167,8574.891141288836,57641.87703034404,57641.87703034404,15276.24362649498,24351.27910277306,165310.0,23029.326842464874,489.98567749925263,5301.645030541914,28330.971873006787,10000.833071171395,84521.0,249831.0,312.28875,26560.85991430673,111081.85991430673,180.0,617.1214439683707
0,800.0,3.0,0.165,1643.0,2248.0,0.00391,7.9,4.6,6.52,1.22,cylinder,0.94,1099.0,319.0,681.0,1024.0,0.92,0.066,3.87,1.32,1360.8,0.64,1.9,4.3,0.3,1582.0,0.00381,54.9,1.06,35.7,0,0,0,0,0,0,0,2.59,2.47,1.0,400.0,1.036,5.54,109.0,9.7,0.69,3.5,3.5,317.1,0.32,0.219,31.4,0.00539,41.9,25.0,48.5,3.52,0.14,152.0,0.823,61.5,2.87,0.697,87.2,940.9,0.203,1.998,0.854,50.5,10.01,0.328,1.22,111.6,0.786,12.5,2.0,0.0,2.6,5.3,213.0,0.0,2005.0,1.0,1.21,4.6,1.01,0.0,0.0,4095.054245604202,1188.7564542216703,3706.297791382532,-388.7564542216703,1189.0,2906.0,6.630592014657883,1.73,78.0,22462.0,7.43,88.5191734268577,5030168.345677152,0.125544267053701,1.0781182043243105,41.25,27.428,39.3,6161337.61,108.86,1.95,0.13411418859811908,52.6554128440367,3246.5559125070413,46.68780352778007,3293.2437160348213,2521.0806702517284,4054.5091540635663,0.28847736108650507,3.772248105046505,41.9,31.4,2.5591000256219836,1.7657790176791686,3.5,6.105201712229057,21.3682059928017,48.5,25.0,9.7,0,0,0,0,0.0,0.0,119.25,109.8,483.05078804135235,-389.0,1671.8072422630225,-0.48625,105.78812258105616,7046.203222577003,52461.47565581775,52461.47565581775,11590.579558131003,21445.652917181196,145304.0,24394.064796088292,483.05078804135235,4835.338388293937,29229.40318438223,9587.244244477371,85710.0,231013.0,288.76625,20897.590528287783,106607.59052828778,411.0,259.38586503233034
0,800.0,3.0,0.19,1609.0,2076.0,0.00331,7.4,5.5,7.77,1.18,square,0.93,1080.0,303.0,552.0,971.0,0.94,0.08,3.79,1.32,1360.8,0.66,1.4,4.5,0.3,1400.0,0.00306,49.4,0.95,29.2,0,0,0,0,0,0,0,2.33,2.42,1.0,400.0,1.057,6.02,105.3,10.3,0.76,3.6,3.6,315.4,0.3,0.202,29.8,0.00475,45.1,25.0,52.8,3.51,0.14,148.0,0.84,61.4,2.81,0.716,97.7,902.8,0.214,1.86,0.847,30.0,11.55,0.363,1.21,106.4,0.786,9.1,6.0,0.0,3.4,5.3,208.0,0.0,1650.0,1.0,1.21,4.5,0.99,0.0,0.0,3940.1029737933914,1027.8768674713888,3712.2261063220026,-227.87686747138878,1028.0,2912.0,7.651702215074718,1.64,70.0,19538.0,6.88,94.65135406226422,5100247.768837878,0.09100998890122086,0.910483097963899,38.47,19.779,37.3,5810269.25,133.35,1.17,0.16544444614116097,60.42867996201329,3720.479238660683,55.22862857087979,3775.707867231563,2678.748939779787,3979.9019937306985,0.28395861848847276,2.69288606360812,45.1,29.8,2.6538431794581268,2.0169208163881764,3.6,6.416123072744439,23.09804306187998,52.8,25.0,10.3,0,0,0,0,0.0,0.0,108.47,134.28,482.94818957774123,-228.0,1510.82505704913,-0.285,97.55553429470373,6937.984437107758,57897.730426084636,57897.730426084636,13292.91431118211,20113.482337834484,155172.0,14488.445687332238,482.94818957774123,5578.051589622912,20066.49727695515,7284.138511534719,61753.0,216924.0,271.155,13748.508019147082,75501.50801914708,-340.0,-222.06325887984434
0,800.0,3.0,0.239,1717.0,1888.0,0.00428,6.5,4.8,8.73,1.18,square,0.89,1096.0,315.0,533.0,940.0,0.86,0.085,2.88,1.29,1360.8,0.69,1.4,4.4,0.3,2204.0,0.00364,53.9,0.97,26.3,0,0,0,0,0,0,0,2.57,2.54,1.0,400.0,1.22,6.11,102.4,9.8,0.7,3.38,3.38,315.1,0.31,0.217,30.3,0.00538,30.6,25.0,49.4,3.67,0.23,146.0,0.852,61.7,2.34,0.715,70.0,989.6,0.216,1.959,0.769,44.9,7.92,0.35,1.19,110.2,0.778,13.6,5.0,0.0,4.1,4.6,201.0,0.0,1769.0,1.0,1.24,4.6,1.02,0.0,0.0,4817.385735903565,1374.0531116905765,4243.332624212988,-574.0531116905765,1374.0,3443.0,6.541212426449464,1.59,71.0,17755.0,5.78,141.9174790706685,7403020.5508561805,0.08430540827147404,0.8459726066685461,41.21,22.741,39.17,8055661.57,122.59,2.04,0.18837885627665932,72.794921875,4503.06965511977,57.96528018202442,4561.034935301795,3102.912136994376,4722.927192062318,0.2741705152033905,3.2355829772729745,30.6,30.3,2.375020219979634,1.6625141539857438,3.38,6.047000836576974,20.43886282763017,49.4,25.0,9.8,0,0,0,0,0.0,0.0,112.21000000000001,123.48,514.5969872186696,-574.0,1888.650098909246,-0.7175,111.66754622645131,8113.096410324832,48695.9204509335,48695.9204509335,11507.918817401636,7883.4484020339805,115715.0,23105.404726118264,514.5969872186696,4075.608138771863,27181.012864890126,9513.354502711543,80487.0,196201.0,245.25125,25685.641345165746,106172.64134516574,-1496.0,-70.97101694195571
0,800.0,3.0,0.159,1772.0,1660.0,0.00289,8.2,4.4,12.34,1.22,square,0.89,1185.0,284.0,575.0,928.0,0.92,0.064,3.83,1.35,1360.8,0.57,1.5,4.5,0.3,1746.0,0.00269,54.3,0.97,38.1,0,0,0,0,0,0,0,2.59,2.3,1.0,400.0,1.125,5.84,100.0,10.6,0.71,3.57,3.57,314.9,0.26,0.246,19.4,0.00416,42.0,25.0,54.8,3.26,0.17,149.0,0.845,65.7,2.85,0.691,103.5,1013.1,0.237,2.04,0.715,43.8,9.2,0.343,1.14,113.8,0.748,19.0,6.0,0.0,2.9,4.8,221.0,0.0,2088.0,1.0,1.24,4.8,1.03,0.0,0.0,3494.8674101153306,1090.4107207416373,3204.4566893736933,-290.4107207416373,1090.0,2404.0,5.4723325892240124,1.39,44.0,20154.0,7.3,81.41404190481946,4192687.618627772,0.09985632183908046,0.9685667523555364,44.24,20.116,42.88,5040224.76,114.14,1.36,0.14753028632330914,65.7,4326.182739811441,55.821569242260175,4382.004309053701,2608.6138821412897,3393.0751554517774,0.31943076701159145,3.440505483937815,42.0,19.4,1.7576858282336965,1.2479569380459243,3.57,6.4031623694723185,22.859289659016177,54.8,25.0,10.6,0,0,0,0,0.0,0.0,88.24000000000001,115.03,472.1443598321297,-290.0,1562.555080573767,-0.3625,116.1475125187039,8281.702872597582,61530.648424276704,61530.648424276704,15595.863676553578,5417.8950001622325,140285.0,20679.92296064728,472.1443598321297,4343.728110455592,25023.65107110287,8583.112317388286,70165.0,210450.0,263.0625,29688.546530901574,99853.54653090157,-650.0,-153.62084081677165
0,800.0,3.0,0.117,1750.0,1914.0,0.00383,8.7,4.3,6.08,1.1,square,1.07,1250.0,273.0,604.0,951.0,0.9,0.062,3.95,1.45,1360.8,0.43,1.7,5.5,0.3,2117.0,0.0034,53.0,0.93,20.6,0,0,0,0,0,0,0,2.54,2.1,1.0,400.0,1.093,6.29,87.6,9.5,0.73,3.26,3.26,315.4,0.31,0.213,21.6,0.00499,45.7,25.0,55.7,3.28,0.17,144.0,0.801,63.4,2.58,0.708,85.1,903.8,0.212,2.027,0.887,44.9,11.02,0.333,1.17,104.7,0.752,13.0,3.0,0.0,3.5,6.2,222.0,0.0,1400.0,1.0,1.2,4.5,1.01,0.0,0.0,3174.1937319432536,1083.853021628948,2890.3407103143054,-283.853021628948,1084.0,2090.0,5.937528494583714,1.62,54.0,24704.0,9.31,53.58436615339833,2827898.568916859,0.07465437788018434,0.9751382901771096,40.18,13.237,38.07,4002758.34,188.79,2.11,0.16078878309261782,78.48139269406394,4985.914305651725,60.4069504271016,5046.321256078827,2789.2000016321726,3142.7660712309444,0.30721458394168666,2.5754413000999477,45.7,21.6,2.238163224297778,1.6338591537373777,3.26,5.810155893651909,18.94110821330522,55.7,25.0,9.5,0,0,0,0,0.0,0.0,94.18,189.85999999999999,488.8525921695657,-284.0,1572.7056137985137,-0.355,104.12560213211749,5948.754828158046,52596.431677866916,52596.431677866916,12054.243515707785,31213.46412137737,162922.0,21949.4813884135,488.8525921695657,5387.155565708614,27336.636954122114,9103.100105722664,78004.0,240925.0,301.15625,20445.172979380677,98449.17297938067,232.0,424.34988353181325
0,800.0,3.0,0.17,1610.0,2152.0,0.00278,6.7,4.4,6.77,1.1,square,0.91,1040.0,250.0,566.0,987.0,0.89,0.073,3.96,1.27,1360.8,0.66,1.4,4.5,0.3,2077.0,0.00336,55.7,1.3,33.1,0,0,0,0,0,0,0,2.52,1.75,1.0,400.0,1.201,6.07,71.4,9.6,0.73,4.0,4.0,313.3,0.27,0.232,23.9,0.00486,43.2,25.0,60.8,3.47,0.14,140.0,0.809,63.7,2.31,0.709,130.0,957.8,0.225,2.143,0.886,38.4,9.43,0.332,1.21,114.9,0.759,14.8,4.0,0.0,3.4,3.0,217.0,0.0,1986.0,1.0,1.17,4.7,1.0,0.0,0.0,2899.0162636953055,1200.1472462677802,2498.8690174275253,-400.14724626778025,1200.0,1699.0,5.408148456319065,1.36,42.0,14699.0,6.1,124.32184166306097,6809414.967893517,0.13333333333333336,1.174460292350659,47.21,25.635,44.75,7530411.89,68.34,2.46,0.15963086069790305,102.10182072829132,6514.054466218613,69.96707959266678,6584.02154581128,3852.0454364280663,2899.0162636953055,0.329620570975413,3.722336942491261,43.2,23.9,1.8663019163041872,1.3624003989020566,4.0,7.322094892154097,29.28837956861639,60.8,25.0,9.6,0,0,0,0,0.0,0.0,89.21000000000001,69.25,532.8087479806265,-400.0,1732.9559942484068,-0.5,123.61162953150537,6896.10769200556,82745.2664752983,82745.2664752983,19575.484956942117,48768.86067499579,256778.0,20459.85592245606,532.8087479806265,5024.3864934573085,25484.242415913366,8460.768482083238,77726.0,334504.0,418.13,25647.748714876423,103373.74871487642,-400.0,-258.434371787191
